date,social_source,message,impressions,reach,saved,likes,comments,shares,plays,profile_visits
2022-04-18T14:55:21+0000,insta_post,"Self care is so important. Share this with someone who needs this artwork reminder on their desk to look at daily! 😍

#artwork #selfcare #artreels #artistsoninstagram",,1428,18,87,0,5,4602,
2022-04-15T14:32:18+0000,insta_post,"Today is #worldartday and so we wanted to share a piece with you that is close and dear to us. 

— CAFE D'ARTISTES —

It is a nighttime inspired by Vincent Van Gogh’s Cafe Terrace at Night. The couple from Renoir’s Dance At Bougival fall deeper in love as they dance. Cezanne’s players concentrate on the cards in their hands. And upstairs, a corner for Klimt’s lovers. Dark blues and greens create a backdrop that emphasizes the stillness of night as the tune of The Piano Lesson by Henri Matisse enlivens the world within Cafe d’Artistes.

We imagine that since the creation of the Café, the coffee shop has been a meeting place for the exchange and flowering of new ideas. It is a place where lovers meet and friendships grow. An invitation to a friend to have some coffee is a way of inviting them to a deeper connection. 

What better setting in which to pay homage to some of the greatest painters of the past 200 years? 

So, will we see you at the cafe? 😍

#worldartday2022 #artreels #artstudio #greatartists",,1487,16,87,2,1,3530,
2022-04-12T18:28:15+0000,insta_post,"From one of our beloved customers who is an avid cat lover. ❤️😻

Love a petite painting but want it in a bigger size? DM us and we’ll help you 😊

#jeanpierreweillpaintings #glasspainting #artstudio #artwork #catlover #catlovers",,1322,10,57,0,1,2572,
2022-04-11T18:10:32+0000,insta_post,"~ Ballerinas ~

The art of dance is bigger than any just one. It’s a work of art that comes together to create a masterpiece. Each dancer bringing their own unique voice and movement to create unity and grace.

They create something together that is special and wonderful.

We, as a family studio feel the same way about art. Each personal touch, every detail, brushstroke, and everything that goes into assembling the paintings. This, is a work of art. This is a work of art that we create together, for you.

#jeanpierreweillpaintings #artstudio #artwork #glasspainting #ballerinas",,1516,31,127,2,5,4315,
2022-04-07T16:35:55+0000,insta_post,"Now you know who really runs this studio! 🐶 

Check out our website for gorgeous 3D glass art pieces featuring your favorite furry friends and pets. ❤️",144,140,0,22,0,1,,0
2022-04-05T15:17:52+0000,insta_post,"To wake up in a beautiful space.

When we start our day with a sense of beauty, we are more curious, more eager to engage, more open to possibilities. 

If you live with someone you love, this is an opportunity to show them you care about the space you share. 

This piece of Audrey is particularly special. Audrey Hepburn, voted most beautiful woman in the world, had an inner grace that shone outward. 

“For beautiful eyes, look for the good in others; for beautiful lips, speak only words of kindness; and for poise, walk with the knowledge that you are never alone.” 
~ Audrey

Tag someone that would love this piece 💕

#audreyhepburn #artwork #wallart #3dart #painting #audreyhepburnart #jeanpierreweillpaintings",153,148,0,28,0,0,,0
2022-04-04T15:47:01+0000,insta_post,"Inspired to create? You can do it ✨

#inspiredtocreate #jeanpierreweillpaintings #glasspainting #artstudio #artwork",,1249,23,178,0,2,5312,
2022-03-30T17:19:13+0000,insta_post,"Before the materialization of art, Jean Pierre is constantly playing with ideas, sketching, and creating. Enjoy this candid footage of the process! 🎨

#jeanpierreweillpaintings #sketching #glasspainting #artwork #artstudio",,1292,6,110,3,4,4328,
2022-03-29T14:49:53+0000,insta_post,"Thank you so much for your orders! We’re so happy to spread the word with you 🎨❤️.

#byeparcels #jeanpierreweillpaintings #artwork #glasspainting #artstudio",,1143,5,55,2,0,2404,
2022-03-28T13:23:17+0000,insta_post,"Art made in a environment full of laughter and love is art worth displaying in your home! Wouldn’t you agree? ❤️ 

#art #artwork #artstudio #thisisaworkofart #jeanpierreweillpaintings #jeanpierreweillart",131,126,1,34,2,0,,0
2022-03-23T17:40:55+0000,insta_post,"From one of our beloved customers who is an avid cat lover and cat mom: “I could stare at these all day 😻”. 

By: @travelcatmom 

#jeanpierreweillpaintings #giftgiving #catlove #glasspainting #artwork",,1166,55,318,8,8,4671,
2022-03-22T18:02:23+0000,insta_post,"Share the experience:

Throughout life, we continue to learn the delicate art of caring both for ourselves and for others. 

This week only, buy any 2 pieces and get 20% off everything in your cart with discount code TOGETHER.",157,150,0,16,0,0,,0
2022-03-21T15:12:14+0000,insta_post,"Could be worse 😂 what do you think of our workspace? 😊

#artstudio #workspace #artistsoninstagram #artofinstagram #artwork",,1428,8,138,1,2,5508,
2022-03-16T14:53:04+0000,insta_post,"Practice = improvement! Always be proud of your talent 🤩✨ and practice some more. 

#jeanpierreweillart #artwork #painting #practice",,1880,20,213,1,8,6920,
2022-03-15T19:32:38+0000,insta_post,"At our studio, we value community, and we want to share our love of art with you! Use the code SpreadTheWord and take 15% off ✨

#family #artstudio #jeanpierreweillart #artwork",,1277,0,37,0,0,2184,
2022-03-14T15:21:13+0000,insta_post,We do understand the assignment 😅🤩 #family #jeanpierreweillart #artwork #artstudio #dropchallenge,,1273,11,226,11,2,6214,
2022-03-10T17:04:37+0000,insta_post,"We have a gift for you! 

Please share it with your friends and spread the word. 💕

Code: SpreadTheWord",127,123,0,9,0,0,,0
2022-03-08T19:42:07+0000,insta_post,"At our studio we have two forces that move the world: women and art. 

Happy international women’s day! 

#internationalwomensday #womensday",136,133,0,33,4,0,,0
2022-03-07T20:25:00+0000,insta_post,"Now you’re part of our family, say hi by dropping a comment with your favorite emoji! We’ll go first: 🎨 
#artwork #family #jeanpierreweill",,1168,1,66,17,3,3823,
2022-03-03T15:20:54+0000,insta_post,"Welcome to our studio where all the magic happens ✨
#jeanpierreweillart #artwork #artstudio",,1269,6,59,4,1,1954,
2022-03-01T18:48:16+0000,insta_post,"We all know we wouldn’t have been able to get through these past two years without our Healthcare Workers 🚑.

Tag your very own Medical Superheroes 🦸🏻‍♂️🦸🏻‍♀️

#healthcareworkers #doctor #medical #nurse to #painting #3dart #art #present",,1169,7,45,1,5,2023,
2022-02-28T18:04:23+0000,insta_post,"From the voice of our lovely customers 🛍: 

“Bought this beautiful glass art as a gift for my husband who has a love for reading as well as being an author 📚. The artwork is simply amazing, with vivid colors and detail 🎨. The ordering process was simple. Upon arrival it was carefully packed and arrived in a beautiful box 📦.”

Marcie",272,261,5,41,2,0,,1
2022-02-23T19:36:27+0000,insta_post,"We love our customer’s feedback 🙌🏻:

""Here is a picture of my granddaughter Yael holding her birthday present. 🎁 She loves penguins and this was just perfect.” 

🐧 Nancy Greenberg

#3dpainting #birthdaypresent #customersatisfaction #art #jeanpierreweill #painting #penguin",312,302,3,40,1,0,,0
2022-02-22T19:58:33+0000,insta_post,"Sometimes we are so focused on taking care of others, we forget to nurture ourselves. 💆🏻‍♀️

Water Yourself is a visual reminder that when we take care of ourselves, the world becomes a more beautiful place for everyone. 🌱

#selfcare #selflove #loveyourself #painting #3dart #jeanpierreweillart #art",,1539,31,70,2,8,2406,
2022-02-21T15:11:12+0000,insta_post,"Picasso’s Mirror

The image of a girl looking at her reflection inspires musings of the differences between what we see and who we are, as well as the love we are able to bestow upon ourselves.

#picasso #picassosmirror #art #artwork #jeanpierreweillpaintings #artistsoninstagram",,1131,11,97,0,0,4725,
2022-02-17T17:16:57+0000,insta_post,"We LOVE when we get to see our artwork displayed in your home. ❤️

Have a piece you’re proud of? Show us, tag us. #jeanpierreweillart",115,110,0,18,0,0,,0
2022-02-16T16:30:03+0000,insta_post,"Let’s connect! We’re a family run art studio located in Jerusalem. Who are you? Introduce yourself! 🗯

#artstudio #jeanpierreweillart #artreels #artlovers #3dart #glassart #artists #madeinisrael",,1041,3,63,9,0,1980,
2022-02-14T18:23:56+0000,insta_post,"Creativity is kinda messy sometimes, and it’s totally fine 👩‍🎨🎨

#art #artist #artwork #jeanpierreweill #messyart #glasspainting",,1178,8,166,2,2,5132,
2022-02-11T14:57:10+0000,insta_post,"A gift for a lover 💃 🕺 

Last chance to order it for Valentine’s Day! Use code LOVE22 at checkout for 22% OFF. 

#artwork #romance #artofinstagram #3dpainting #moonlightdancing #jeanpierreweillart",,1011,6,56,0,0,3486,
2022-02-08T20:10:41+0000,insta_post,"Meet the family {Part 3} : 
A series 

Introducing another one of our art studio members so you can become more familiar with all the people who help create our complex, yet beautiful, art work 🙌🏻.

Next Up: Sarah

Sarah’s has been working with us for only 5 months and what an asset she has been ✨. We don’t know how we did it without her keeping us grounded 💪🏼. Even tho spicy is her favorite food, Sarah is always the sweetest and giving us the best Ted Talk summaries. 

Thank You Sarah for helping our work flow go as smoothly as possible 😇.",103,97,1,20,0,0,,1
2022-02-07T21:55:42+0000,insta_post,"The best gift for anyone you love. 💕Use our bio link website to shop now! Hurry so that it arrives on time. 

#valentines #valentinesdaysale #gifting #bemine #giftideas #artofinstagram #artist",,955,2,33,0,1,1647,
2022-02-03T14:58:46+0000,insta_post,"Get 22% off with the code LOVE22 applied at checkout 💌.

Which painting will you be getting your Valentine this year? 

Check our story highlight for ideas! 

#valentinessale #LOVE22 #jeanpierreweillart #artsale",93,88,0,10,0,0,,0
2022-02-02T17:06:25+0000,insta_post,"Which painting is your favorite? 

Stay Tuned for a Sale coming soon! 

#art #3dart #3dpainting #jeanpierreweillart #madeinisrael #artist #artstudio",,950,9,47,0,0,1484,
2022-02-01T15:48:21+0000,insta_post,"All the essentials ✨ 

#artstudio #familybusiness #jewish #art #glasspainting #3dart #jewishart",,1079,10,192,6,0,6187,
2022-01-26T21:37:38+0000,insta_post,"Valentine’s Day is coming right up! 

Check out today’s story or Valentine’s highlight on our page for some gift ideas you can surprise your loved one with! 💖 

#valentinesgift #bemyvalentine",160,154,0,16,0,0,,0
2022-01-25T15:19:33+0000,insta_post,"Root deeply, grow high. This tree is a symbol of strength rooted in wisdom and growth that finds colorful expression in all directions. 

What does this tree mean to you? 

20x16x2 
Shipping available worldwide!",,1221,14,71,4,3,2091,
2022-01-24T19:20:38+0000,insta_post,"Which frame color is your favorite for the minis? Black, white or wood?? 

Let us know in the comments below! 💬

#jeanpierreweillart #minicollection #artistsoninstagram #artgram #artist #madeinisrael",,910,2,52,5,0,2361,
2022-01-21T15:47:44+0000,insta_post,"We have a launched a 
N E W  P E T I T E 🦒! 

Giraffes have the largest hearts of all land animals ✨.

So much is uncertain in our lives these days. 

Although we may feel that we are perched on a rather precarious branch, when we reach out to share with others, something magical happens 🌳.

The world becomes a more beautiful place. 

 This child feels at home in the world and chooses a simple act of kindness that warms the heart 💕.

This piece is an invitation to connect.

And it is now on sale for 20% off‼️",124,117,3,29,0,0,,0
2022-01-19T21:44:38+0000,insta_post,"Here’s a short snippet how our studio came into creation 🖌. 

#jeanpierreweillart #ourstory #behindthebusiness #artstudio #family #3dpainting",179,173,2,57,5,1,,0
2022-01-17T20:55:39+0000,insta_post,"Who knew painting could be that easy 🪄

#ticktickboom #magic #art #artist #painting #jeanpierreweillart",,1267,51,252,0,3,7841,
2022-01-13T23:02:29+0000,insta_post,"Spontaneous dance parties at our studio are always welcome 🤗

#contemporarydance #artstudio #jeanpierreweillart #judaicaart #israel #art",919,864,1,,,,,
2022-01-11T16:43:46+0000,insta_post,"Just a casual day perched up amongst the paintings 🎨.

#artist #studio #jeanpierreweillart #israel #judaicart",108,105,0,31,0,0,,0
2022-01-10T19:08:15+0000,insta_post,"Wouldn’t this fit perfectly in your nursery? 🎈 

#artprocess #artwork #beforeandafter #jeanpierreweillart #artofinstagram #bearart #nurseryart",,855,38,117,1,4,5163,
2022-01-06T19:43:02+0000,insta_post,"Guess who!

#artwork #einstein #glassart #3dart #artwork #jeanpierreweillart #madeinisrael",,983,21,182,1,2,6134,
2022-01-05T16:53:46+0000,insta_post,"Meet The Family { Part 2 } :
A series 

Continuing the tour of our intimate family studio where you can see the different people who make our art work possible :)

Next up Safira:

Safira has been working with us for 6 whole years! She’s our incredible art director who helps come up with the creative visuals that touch your hearts. She has so much passion for her job because it allows her to bring love and connection to all of the customers 🥰. Her favorite part of her job is the personal messages we receive about how the art impacts people’s lives. But her ultimate favorite thing to do is to eat pasta and drink red wine while watching The Lion King 🦁.

Thank you Safira for bringing such great ideas and creativity to the table! 🎨",125,117,1,12,0,0,,0
2022-01-03T15:20:57+0000,insta_post,"We have big news✨

You can now order petite sized art pieces and customize the size to Classique!

Custom orders only.
Just PM us here on Instagram what you would like to order :)",164,154,5,20,2,0,,0
2021-12-30T17:19:13+0000,insta_post,One stroke at a time 🎨 👀,,886,12,124,5,2,2416,
2021-12-28T20:43:48+0000,insta_post,"This is our Petite Grand Kotel. Four layers of mixed media print and hand painting. 

DM us for 35% off in the month of January. If you can't be in Israel, bring a piece of Israel into your home 🇮🇱. Free shipping for all.

#koteł #israel #painting #layeredart #artwork #framed #handpainted",,934,10,56,2,2,2620,
2021-12-27T19:57:42+0000,insta_post,"Don’t miss a thing and sign up to our newsletter today!

For a limited time you can get a free personalization when you sign up to our newsletter 💌

You can place a special name, date, or short phrase inside your painting 🖼 

See the link in today's story to enter.",84,79,0,7,0,0,,0
2021-12-24T16:49:22+0000,insta_post,Here’s to all the important things in life! Happy Holidays to you and your family ✨,84,79,0,12,0,0,,0
2021-12-21T17:09:56+0000,insta_post,"Which detail stands out to you most? 👀 

#artofinstagram #artlife #artistsoninstagram #artwork",,875,10,132,2,1,4466,
2021-12-20T14:54:07+0000,insta_post,"One of our customers started quite the collection and then sent us this photo. We’d love to see your home photos with our artwork as well! 

Send us a pic for a chance to be featured on our page. It’ll bring us so much joy. 🙌🏽",289,261,10,59,4,1,,0
2021-12-16T17:47:48+0000,insta_post,"Here’s a very close look at the assembly process! 

These layers of painted glass are combined to create each piece of artwork. 

Do you enjoy watching how it’s constructed? 

#artwork #artprocess #artistsoninstagram #jeanpierreweillart #artlike #3dpainting",,1299,141,197,4,43,2952,
2021-12-15T15:02:31+0000,insta_post,"Limitless ———

Looking to the horizon, propelled forward by cycling and favorable winds the sense of camaraderie is tangible. These two are off on great adventures.

Tag someone you’d go on great adventures with in the comments below! 💬",151,144,4,29,6,0,,0
2021-12-13T22:28:57+0000,insta_post,"Did you know that we’re based in Tekoa, Israel? Don’t worry, we ship worldwide! 📦 Take a look around and let us know what you think. ☺️

#madeinisrael #studiotour #artstudio #artistsoninstagram",,907,28,146,4,5,4685,
2021-12-09T15:41:53+0000,insta_post,"Meet The Family { Part 1 } : A series

We love our little family studio and we wanted to introduce you to all the players that make your art a reality! 

Starting with Ayala:

Ayala has been with us for 6 months and when she’s not busy gift wrapping your artwork, she’s usually found playing barista for the rest of the team and carrying the heavy boxes, she’s strong! 💪 Her favorite part of the job is working with her hands and her favorite artist is her grandfather. 🥺

Thank you Ayala for bringing such a positive energy to the studio! ✨",110,103,1,28,0,0,,0
2021-12-07T16:11:54+0000,insta_post,Self care reminder: water yourself!🚰,,843,4,44,0,0,1852,
2021-12-06T18:12:59+0000,insta_post,"From the very new Classique collection: 

Ballerinas

Ripples of dance appear to splash  color through space. This painting  was inspired by the elegance of an  art that appears effortless but has, in fact, been carefully choreographed. The bright yet  unpretentious accents of color will  add something special to your  home.

#artlike #jeanpierreweillart #classiquecollection #artwork #artdisplay",93,89,1,22,0,0,,0
2021-12-02T19:08:31+0000,insta_post,We LOVE hearing your feedback! Thank you Shailee!,91,87,2,25,0,0,,1
2021-11-30T15:07:54+0000,insta_post,"From our family to yours —
Have a very Happy Hanukkah! 🤗

#hanukkah #chanukah #happyhanukkah",97,93,1,64,4,0,,0
2021-11-28T19:09:19+0000,insta_post,"JUST STAY CALM we’re getting your Hanukkah gift orders to you! 
🕎 🖼 🎁",,814,2,54,1,0,2794,
2021-11-25T15:14:45+0000,insta_post,"From our family to yours ——
We wish you the Happiest Thanksgiving! 😊",125,121,6,24,0,0,,0
2021-11-23T15:27:37+0000,insta_post,"The technique you see here allows each painting to be enriched by elements of light and shadow. ✨

#Blackfridaysale happening now on ALL collections 🌟

#3dpainting #artgallery #artistsoninstagram #madeinisrael #artprocess",,881,82,272,4,9,6335,
2021-11-22T16:07:36+0000,insta_post,"Did you know that our Black Friday Sale already started!?*

Shop the mini collection through the link in our bio and then let us know which pieces you chose!

*Free shipping worldwide

#blackfriday #blackfridaysale #artsale #instaart #artwork #3dart",171,162,0,30,1,0,,0
2021-11-09T20:21:57+0000,insta_post,"Hey - welcome to our studio. 😊 👋🏻 

#instaart #israeliart #studiolife #madeinisrael #familystudio #jeanpierreweill #glassart",,1251,23,259,8,2,6745,
2021-11-02T11:49:28+0000,insta_post,"🔊 on 🔊
🌟🌟🌟
What makes our paintings the PERFECT GIFT, you ask????
🌟🌟🌟

Well tell you!!
😍🎁🎁🎁😍

#perfectgift #thebestgift #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",868,831,10,31,5,1,,2
2021-10-25T12:03:17+0000,insta_post,"Art in the home 🏠❤

Free shipping worldwide 😉

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",,803,7,31,0,0,1605,
2021-10-24T17:16:49+0000,insta_post,"🔊 turn on your sound! 💫

New York Jazz, one of our classics from our Petite Collection :) 

We love hearing from our customers how much they are enjoying the 3D world of art we create! And its extra special when we get to see how beautiful it looks in thier homes!

😍 hope you enjoy this as much as we did 😍

#nylove #romanticart #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",,744,3,45,0,0,1790,
2021-10-20T07:32:31+0000,insta_post,"🌟A  N E W  P E T I T E 🌟

Rachel's Tomb 

Tradition says she was buried by the road so that she could comfort her children as they were sent into exile. 
She is the motherly voice that prays for a softening when life is harsh. In her softness is her power. 

Her tomb is a holy site of prayer for Jews, Christisns and Muslims. 

#newpainting #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts #religiousart",135,123,7,33,5,0,,0
2021-09-29T12:28:50+0000,insta_post,"A new Petite in the works! 

We have recieved so many request to have a painting of Kever Rachel (the grave of Rachel), a very meaningful spiritual place for many people. A place for them to be held by motherly love. 

DM us or leave a comment if there is a painting or image you are waiting for! Your requests matter to us ❤

#holyplace #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",,917,20,156,6,3,3098,
2021-09-24T07:06:55+0000,insta_post,"Petite and Minis ready at the Bezalel Fair in Jerusalem! Come say hi! 

#weekendfair #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",,803,9,73,1,0,2392,
2021-09-18T18:51:06+0000,insta_post,"🌟🌟🌟It's here!🌟🌟🌟
Our new Classique Collection! 

We have waited so long and worked so hard to get this ready for you! 
Larger than the Petite Collection, but more affordable than our Gallery Edition! 

The Classique Collection is characterized by white space that creates a sense of open lightness. 

Enjoy ❤

#newcollection #classique #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",91,89,1,36,2,0,,0
2021-08-31T10:02:58+0000,insta_post,"S E P T E M B E R  1 7  T H 
O F F I C I A L  O P E N I N G  D A T E 
🌟🌟🌟
C L A S S I Q U E  C O L L E C T I O N 

We have heard from many of you that you want a Collection that is between our Petite and Petite Grand Collections. 
Something that is more affordable than our Petite Grands, yet higher end than our Petites. So we have been working hard to create our Classique Collection. 
Elegant, light and unique - we cant wait to show it all to you!

#dancinginmoonlight #newcollection #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",137,131,4,37,2,2,,0
2021-08-27T10:18:48+0000,insta_post,"We are rejuvinating after last weeks art fair in Jerusalem! 
Here is a flashback!

Preparing for the opening of our Classique Collection!

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",,964,9,122,2,8,3615,
2021-08-23T11:14:24+0000,insta_post,"A display of some if our minis! 

#perfectgift #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #specialgift #customizedgift #familyart",,928,19,100,2,6,4199,
2021-08-18T16:07:18+0000,insta_post,"One of the last editions of this magical Petite Grand 💫

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",,895,17,125,4,2,2987,
2021-08-10T21:49:59+0000,insta_post,"A little part of our display at the Jerusalem fair this week!

#artfair #artintheworld #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",,776,22,215,4,1,3995,
2021-08-04T12:11:24+0000,insta_post,"💫 G R A T I T U D E 💫

Its Wednesday, the middle of the week. Sometimes we need an extra reminder to enjoy the ordinary. 

Comment with 3 words that describe something ordinary that you enjoy in your life! 

#gratitude #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",127,123,3,47,5,0,,0
2021-07-29T19:37:48+0000,insta_post,"🔥🔥🔥 GIVEAWAY🔥🔥🔥

Your home is about to get a summer upgrade. #giveaway

What you'll win:
A gift from @jeanpierreweillpaintings of $139 value, delivered to your home (✈️ anywhere in the world!).
Any Petite Collection, of your choosing! 🎁

How to enter:
1. Follow @jeanpierreweillpaintings
2. Like this post
3. Tag a friend (or more) in the comments.
Each tag = an extra entry.
Ends August 8, 2021. One winner will be chosen at random and contacted on 8/8/21 via Instagram Direct Message by @jeanpierreweillpaintings.

#giveawayart #goveawaycontest #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart",816,772,21,141,112,0,,4
2021-07-29T09:50:19+0000,insta_post,"A sneak peak of our Classique Collection! 

We just couldn't wait! 
This collection will be released in September 🙌

We don't even have the beautiful gift boxes that it will come in yet, but we just couldn't wait to share with you what is coming! 

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",119,116,3,46,3,0,,1
2021-06-24T11:06:23+0000,insta_post,"🌟🇺🇲🌟
H A P P Y  J U L Y 4 T H  S A L E 

25% OFF when you spend 100$!
From now until July 4th! 

Make your family time together special this year! 
❤🎁❤

 #happyjuly4th #independanceday #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",116,111,4,23,1,0,,0
2021-06-14T10:29:26+0000,insta_post,"💫 This edition is about to be CLOSED!
If you love what you see, send us a DM or email! 💫

#lastchance #lemonsandpears #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",,834,23,229,8,2,4752,
2021-05-13T07:15:23+0000,insta_post,"🔎Another peek at our upcoming Classique Collection! In the works of development! 

Audrey Hepburn 💃😍 
Bringing her class and beauty to 3D life💫

#newpainting #audreyhepburn #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",741,702,9,111,6,1,,1
2021-05-12T19:40:37+0000,insta_post,"⭐⭐ our new Petite painting! Not yet titled! (To be announced soon!)⭐⭐

❤The moments in which we let go of trying to be someone or somewhere else - those are moments if special intimacy. This painting is a reminder to create those moments!! ❤

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",127,124,0,56,5,1,,0
2021-05-03T13:26:24+0000,insta_post,"🔎 Sneak peak at one of our painting from our line Classique Collection!
We are working hard on the unique designs of this new collection! 

We are so excited for this to come out! 🥳🥳🥳
It will be available sometime this summer ☀️

#newcollection #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",816,762,22,156,6,1,,2
2021-04-25T09:10:39+0000,insta_post,"Jazz is a music form born out of spontaneity! 
This painting is reminder that the more we listen with open ears and open heart, the more surprising and powerful the life we create.

Happy Sunday ☀️

#musicart #jazzonglass #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",730,699,5,90,8,0,,0
2021-04-22T13:16:43+0000,insta_post,"Transforming art into love is the core of our mission, so when we hear that it touches your heart it means the world to us! 

Thank you ❤

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",93,90,2,34,0,0,,0
2021-04-19T15:35:09+0000,insta_post,"In honor of mother's everywhere get 25$ off our entire Petite Collection! 😍

❤❤❤❤❤
There us nothing in life that calls for more dedication, creativity, and acceptance as much as motherhood. And like every relationship, it is a process.
❤❤❤❤❤

#mothersday #artformoms #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",90,88,2,26,0,0,,0
