id,message,promotion_status,status_type,created_time,properties,post_clicks,post_clicks_by_type,post_impressions,post_impressions_unique,post_impressions_paid,post_impressions_paid_unique,post_impressions_fan,post_impressions_fan_unique,post_impressions_organic,post_impressions_organic_unique,post_impressions_viral,post_impressions_viral_unique,post_impressions_nonviral,post_impressions_nonviral_unique,post_video_avg_time_watched,post_video_complete_views_organic,post_video_complete_views_organic_unique,post_video_complete_views_paid,post_video_complete_views_paid_unique,post_video_retention_graph,post_video_retention_graph_clicked_to_play,post_video_retention_graph_autoplayed,post_video_views_organic,post_video_views_organic_unique,post_video_views_paid,post_video_views,post_video_social_actions_count_unique,post_activity_by_action_type_unique,post_reactions_like_total,post_reactions_love_total,post_reactions_wow_total,post_reactions_haha_total,post_reactions_sorry_total,post_reactions_anger_total,like,share,comment
124319427612935_2236598719718318,"Let your imagination fly!
http://bit.ly/CirqueduSoleilLE",inactive,added_video,2019-01-08T11:46:00+0000,"[{'name': 'Length', 'text': '00:54'}]",80,"{'video play': 30, 'other clicks': 45, 'link clicks': 5}",1458,1126,0,0,1192,903,1458,1126,73,62,1385,1074,7815.0,25,24,0,0,"{'0': 0.9947, '1': 0.9947, '2': 0.9921, '3': 0.8132, '4': 0.7105, '5': 0.6079, '6': 0.5474, '7': 0.5, '8': 0.4474, '9': 0.4053, '10': 0.3526, '11': 0.3316, '12': 0.3105, '13': 0.3, '14': 0.2711, '15': 0.25, '16': 0.2263, '17': 0.2132, '18': 0.1974, '19': 0.1842, '20': 0.1789, '21': 0.1684, '22': 0.1579, '23': 0.1474, '24': 0.1421, '25': 0.1395, '26': 0.1289, '27': 0.1211, '28': 0.1, '29': 0.0947, '30': 0.0921, '31': 0.0842, '32': 0.0763, '33': 0.0789, '34': 0.0737, '35': 0.0711, '36': 0.0658, '37': 0.0579, '38': 0.0447, '39': 0.0395, '40': 0.0316}","{'0': 0.9643, '1': 0.9643, '2': 0.9286, '3': 0.9286, '4': 0.9286, '5': 0.9286, '6': 0.8929, '7': 0.75, '8': 0.7143, '9': 0.7143, '10': 0.7143, '11': 0.7143, '12': 0.6786, '13': 0.6786, '14': 0.6786, '15': 0.6429, '16': 0.5714, '17': 0.5, '18': 0.5, '19': 0.5, '20': 0.5, '21': 0.4643, '22': 0.4643, '23': 0.4286, '24': 0.4286, '25': 0.4643, '26': 0.4286, '27': 0.4286, '28': 0.3571, '29': 0.3571, '30': 0.3571, '31': 0.3571, '32': 0.3214, '33': 0.3571, '34': 0.3214, '35': 0.3214, '36': 0.3214, '37': 0.25, '38': 0.2143, '39': 0.2143, '40': 0.1429}","{'0': 0.9972, '1': 0.9972, '2': 0.9972, '3': 0.804, '4': 0.6932, '5': 0.5824, '6': 0.5199, '7': 0.4801, '8': 0.4261, '9': 0.3807, '10': 0.3239, '11': 0.3011, '12': 0.2813, '13': 0.2699, '14': 0.2386, '15': 0.2188, '16': 0.1989, '17': 0.1903, '18': 0.1733, '19': 0.1591, '20': 0.1534, '21': 0.1449, '22': 0.1335, '23': 0.125, '24': 0.1193, '25': 0.1136, '26': 0.1051, '27': 0.0966, '28': 0.0795, '29': 0.0739, '30': 0.071, '31': 0.0625, '32': 0.0568, '33': 0.0568, '34': 0.054, '35': 0.0511, '36': 0.0455, '37': 0.0426, '38': 0.0313, '39': 0.0256, '40': 0.0227}",380,363,0,380,34,"{'share': 7, 'like': 33, 'comment': 1}",29,4,1,1,0,0,35,7,1
124319427612935_2236584959719694,"Happy 2019! Liven up your home with a fresh piece of art!
http://bit.ly/JeanPierreWeill",inactive,added_photos,2019-01-06T11:43:40+0000,,0,{},7,7,0,0,4,4,7,7,0,0,7,7,,0,0,0,0,{},{},{},0,0,0,0,0,{},18,2,0,0,0,0,20,3,0
124319427612935_2227509930627197,"Love is in the air!
http://bit.ly/CityOverlookGC",inactive,added_photos,2019-01-03T08:28:00+0000,,0,{},7,7,0,0,5,5,7,7,1,1,6,6,,0,0,0,0,{},{},{},0,0,0,0,0,{},5,0,1,0,0,0,6,2,0
124319427612935_2227498487295008,"Celebrate this holiday season with music!
http://bit.ly/JazzEnsembleGC",inactive,added_photos,2019-01-01T08:16:00+0000,,0,{},6,6,0,0,4,4,6,6,0,0,6,6,,0,0,0,0,{},{},{},0,0,0,0,0,{},3,2,0,0,0,0,5,0,2
124319427612935_2227442777300579,Breathe deeply in a Winter Wonderland! http://bit.ly/CranesInWinterGC,inactive,added_photos,2018-12-31T06:58:09+0000,,0,{},6,6,0,0,4,4,6,6,0,0,6,6,,0,0,0,0,{},{},{},0,0,0,0,0,{},4,3,0,0,0,0,7,1,0
124319427612935_2220317728013084,"Bring out the childlike part of you that knows how to simply have fun!
http://bit.ly/TimeFliesGC",inactive,added_photos,2018-12-27T09:02:00+0000,,0,{},6,6,0,0,4,4,6,6,0,0,6,6,,0,0,0,0,{},{},{},0,0,0,0,0,{},7,1,0,0,0,0,8,0,0
124319427612935_2207529662625224,"Giftware News: What's New in Art Glass
The Limited Edition painting ""Café L'oiseau"" appears here in vivid purples and yellows, representing Jean-Pierre Weill's unique 3D glass art.",inactive,added_photos,2018-12-25T11:48:00+0000,,0,{},6,6,0,0,4,4,6,6,0,0,6,6,,0,0,0,0,{},{},{},0,0,0,0,0,{},3,0,0,0,0,0,3,0,0
124319427612935_2215819528462904,"Watching my granddaughters paint, I am struck by how differently they approach the medium. Noya is absorbed by the aesthetic; she wants to create something beautiful; Klil is fascinated by the texture and, by the time she is through, her paper will be soaked in a brownish gray mess and she will be wiping her hands delightedly down her face.

Jean-Pierre Weill",inactive,added_photos,2018-12-23T08:24:03+0000,,0,{},7,7,0,0,4,4,7,7,0,0,7,7,,0,0,0,0,{},{},{},0,0,0,0,0,{},10,6,0,1,0,0,17,0,2
124319427612935_2198785736832950,"Flash from the Past
Baltimore Jewish Times: The Arts
We rediscovered this newspaper article describing Jean-Pierre Weill's early perceived dilemma between the need to choose between his art and supporting his family. With the success of his 3D glass paintings, his internal conflict became more subtle as he felt torn between the images he wanted to create and the pull of more popular trends.",inactive,added_photos,2018-12-16T15:39:00+0000,,0,{},6,6,0,0,4,4,6,6,0,0,6,6,,0,0,0,0,{},{},{},0,0,0,0,0,{},7,0,0,0,0,0,7,0,1
124319427612935_2198854873492703,"Happy New Year!
We all take part in designing the canvas of the world as we paint and sculpt our respective ways through life. We hope our artwork enriches your journey in some small way. And for this coming year, we wish you good health and emotional and spiritual well-being.",inactive,added_video,2018-12-13T14:52:00+0000,"[{'name': 'Length', 'text': '00:09'}]",25,"{'video play': 19, 'other clicks': 6}",596,488,0,0,423,337,596,488,0,0,596,488,5404.0,38,38,0,0,"{'0': 1, '1': 1, '2': 1, '3': 1, '4': 1, '5': 0.95, '6': 0.8667, '7': 0.8, '8': 0.7167, '9': 0.7, '10': 0.7, '11': 0.65, '12': 0.65}","{'0': 1, '1': 1, '2': 1, '3': 1, '4': 1, '5': 1, '6': 1, '7': 0.9375, '8': 0.9375, '9': 0.9375, '10': 0.9375, '11': 0.875, '12': 0.875}","{'0': 1, '1': 1, '2': 1, '3': 1, '4': 1, '5': 0.9318, '6': 0.8182, '7': 0.75, '8': 0.6364, '9': 0.6136, '10': 0.6136, '11': 0.5682, '12': 0.5682}",60,60,0,60,9,{'like': 9},9,0,0,0,0,0,9,0,0
124319427612935_2198874613490729,"ONLY IN DECEMBER! When you spend $890 or more on our White Collection, your name will be artistically integrated into your painting. And we'll send you The Well of Being, written and illustrated by Jean-Pierre Weill with a handwritten dedication by the artist for FREE. ONLY IN DECEMBER!",inactive,shared_story,2018-12-13T10:09:00+0000,,0,{},6,6,0,0,4,4,6,6,0,0,6,6,,0,0,0,0,{},{},{},0,0,0,0,0,{},7,2,1,0,0,0,10,1,0
124319427612935_5778075582237263,"Would you like to win an authentic Jean-Pierre Weill painting? First, 'SHARE' this post. Easy, right? Then, 'LIKE' our Facebook and Instagram pages. That's all you have to do to be one of two lucky winners to get a Jean-Pierre Weill Gift Collection painting of your choice. This offer is for the holiday season only, so don’t wait! Like and Share!
Link to our Instagram page: https://www.instagram.com/jeanpierreweillpaintings",inactive,shared_story,2018-12-11T08:24:56+0000,,0,{},23,20,0,0,1,1,23,20,23,20,0,0,,0,0,0,0,{},{},{},0,0,0,0,0,{},7,1,0,0,0,0,8,6,3
124319427612935_2179860038725520,"Jean Pierre-Weill - Art for the Mind, Art for the Soul.
Visit our website: http://bit.ly/JeanPierreWeill",inactive,added_video,2018-12-06T09:47:00+0000,"[{'name': 'Length', 'text': '00:59'}]",479,"{'video play': 137, 'other clicks': 297, 'link clicks': 45}",12964,10493,5008,4655,2011,1416,7956,5823,5885,4324,2071,1575,9696.0,292,284,113,113,"{'0': 0.9896, '1': 0.9916, '2': 0.9911, '3': 0.7789, '4': 0.6494, '5': 0.5615, '6': 0.5042, '7': 0.4627, '8': 0.4324, '9': 0.4138, '10': 0.3924, '11': 0.3778, '12': 0.3654, '13': 0.349, '14': 0.3394, '15': 0.3287, '16': 0.3055, '17': 0.293, '18': 0.282, '19': 0.2698, '20': 0.2532, '21': 0.2359, '22': 0.2232, '23': 0.2059, '24': 0.1967, '25': 0.1837, '26': 0.1694, '27': 0.1567, '28': 0.1501, '29': 0.146, '30': 0.1406, '31': 0.1368, '32': 0.1307, '33': 0.1276, '34': 0.1246, '35': 0.122, '36': 0.1167, '37': 0.1062, '38': 0.094, '39': 0.0808, '40': 0.0726}","{'0': 0.9423, '1': 0.9423, '2': 0.9423, '3': 0.8654, '4': 0.8173, '5': 0.7885, '6': 0.7596, '7': 0.7596, '8': 0.7692, '9': 0.7596, '10': 0.7596, '11': 0.75, '12': 0.7692, '13': 0.7692, '14': 0.75, '15': 0.7212, '16': 0.7019, '17': 0.6827, '18': 0.6731, '19': 0.6731, '20': 0.6442, '21': 0.6154, '22': 0.5962, '23': 0.5577, '24': 0.5481, '25': 0.5096, '26': 0.5, '27': 0.4808, '28': 0.4327, '29': 0.4231, '30': 0.3942, '31': 0.3846, '32': 0.375, '33': 0.3654, '34': 0.3654, '35': 0.3558, '36': 0.3558, '37': 0.3462, '38': 0.3077, '39': 0.2885, '40': 0.2596}","{'0': 0.9908, '1': 0.9929, '2': 0.9924, '3': 0.7765, '4': 0.6449, '5': 0.5554, '6': 0.4973, '7': 0.4546, '8': 0.4232, '9': 0.4043, '10': 0.3824, '11': 0.3677, '12': 0.3544, '13': 0.3376, '14': 0.3282, '15': 0.318, '16': 0.2947, '17': 0.2824, '18': 0.2714, '19': 0.2588, '20': 0.2426, '21': 0.2256, '22': 0.213, '23': 0.1963, '24': 0.1871, '25': 0.1748, '26': 0.1604, '27': 0.1479, '28': 0.1424, '29': 0.1384, '30': 0.1337, '31': 0.1301, '32': 0.1241, '33': 0.1212, '34': 0.118, '35': 0.1157, '36': 0.1102, '37': 0.0997, '38': 0.0882, '39': 0.0751, '40': 0.0675}",1912,1704,2014,3925,281,"{'share': 76, 'like': 247, 'comment': 13}",194,66,18,1,0,0,279,82,13
124319427612935_2179853438726180,"Dear Followers,
Our holiday sale is still on! Purchase a White Collection painting, and get a free hardcover copy of Jean Pierre-Weill's book, The Well of Being!
Check out the White Collection right here: http://bit.ly/WhiteCollectionJPW",inactive,added_photos,2018-12-04T09:52:00+0000,,0,{},6,6,0,0,4,4,6,6,0,0,6,6,,0,0,0,0,{},{},{},0,0,0,0,0,{},7,3,0,0,0,0,10,0,2
124319427612935_2186073958104128,"May this holiday bring light,  peace,  and color into our homes and around the world. Happy Hanukkah!",inactive,added_photos,2018-12-02T14:59:46+0000,,0,{},6,6,0,0,4,4,6,6,0,0,6,6,,0,0,0,0,{},{},{},0,0,0,0,0,{},28,6,0,0,0,0,34,4,2
124319427612935_2119226461455545,The holiday season is finally here! It's the perfect time to spoil your family and friends with our unique and imagination-provoking gifts! And we have some special offers to help you show the special people in your life how much you love and appreciate them. Click here for more details: https://www.jeanpierreweill.com/,inactive,added_photos,2018-11-29T16:29:00+0000,,0,{},6,6,0,0,4,4,6,6,0,0,6,6,,0,0,0,0,{},{},{},0,0,0,0,0,{},167,4,0,0,0,0,171,5,0
124319427612935_2137723039605887,"Wishing you a white Christmas and pleasant Holiday shopping! ""Cranes in Winter"" depicts five elegant birds raising their beaks in a joyful celebration of snow. Cranes are a symbol of happiness, good fortune, and eternal youth. We wish you all these and a Happy New Year! For more information about this painting, visit: https://www.jeanpierreweill.com/collections/gift/products/cranes-in-winter",inactive,added_video,2018-11-27T15:30:00+0000,"[{'name': 'Length', 'text': '00:31'}]",35,"{'video play': 15, 'other clicks': 19, 'link clicks': 1}",1018,800,0,0,860,675,1018,800,15,10,1003,791,4908.0,27,27,0,0,"{'0': 0.9872, '1': 0.9872, '2': 0.9915, '3': 0.9915, '4': 0.8085, '5': 0.6766, '6': 0.5872, '7': 0.4979, '8': 0.4426, '9': 0.3872, '10': 0.3617, '11': 0.3362, '12': 0.3234, '13': 0.2851, '14': 0.2638, '15': 0.2383, '16': 0.234, '17': 0.2128, '18': 0.2085, '19': 0.2, '20': 0.2, '21': 0.1957, '22': 0.1787, '23': 0.1745, '24': 0.166, '25': 0.1489, '26': 0.1362, '27': 0.1277, '28': 0.1277, '29': 0.1234, '30': 0.1149, '31': 0.1064, '32': 0.1021}","{'0': 1, '1': 1, '2': 1, '3': 1, '4': 1, '5': 1, '6': 1, '7': 1, '8': 1, '9': 1, '10': 1, '11': 1, '12': 1, '13': 1, '14': 1, '15': 1, '16': 1, '17': 1, '18': 0.8333, '19': 0.6667, '20': 0.6667, '21': 0.6667, '22': 0.6667, '23': 0.6667, '24': 0.6667, '25': 0.6667, '26': 0.6667, '27': 0.6667, '28': 0.6667, '29': 0.5, '30': 0.5, '31': 0.5, '32': 0.5}","{'0': 0.9869, '1': 0.9869, '2': 0.9913, '3': 0.9913, '4': 0.8035, '5': 0.6681, '6': 0.5764, '7': 0.4847, '8': 0.4279, '9': 0.3712, '10': 0.345, '11': 0.3188, '12': 0.3057, '13': 0.2664, '14': 0.2445, '15': 0.2183, '16': 0.214, '17': 0.1921, '18': 0.1921, '19': 0.1878, '20': 0.1878, '21': 0.1834, '22': 0.1659, '23': 0.1616, '24': 0.1528, '25': 0.1354, '26': 0.1223, '27': 0.1135, '28': 0.1135, '29': 0.1135, '30': 0.1048, '31': 0.0961, '32': 0.0917}",235,222,0,235,29,"{'share': 3, 'like': 28}",22,7,0,0,0,0,29,3,0
124319427612935_2178537185524472,"Wait! No more boring, same-as-last-year gifts. Before you head out to buy New Year's presents for family and friends, follow us for our very special holiday deals coming soon!",inactive,added_photos,2018-11-27T11:44:12+0000,,0,{},6,6,0,0,4,4,6,6,0,0,6,6,,0,0,0,0,{},{},{},0,0,0,0,0,{},1,3,0,0,0,0,4,0,0
124319427612935_2152782128099978,"Holiday sale alert! For a limited time only, you can get paintings from our beautiful Limited Collection for up to 40% off, and enjoy special offers on our Grand Collection. For fun works of art, such as  ""Road Runner"" and many others, check out: http://bit.ly/RoadRunnerLE",inactive,added_video,2018-11-22T12:26:01+0000,"[{'name': 'Length', 'text': '00:32'}]",60,"{'video play': 27, 'other clicks': 18, 'link clicks': 15}",1231,972,0,0,1022,810,1231,972,51,36,1180,940,6081.0,43,38,0,0,"{'0': 0.9918, '1': 0.9973, '2': 0.9973, '3': 0.9973, '4': 0.8874, '5': 0.7335, '6': 0.6319, '7': 0.5495, '8': 0.4973, '9': 0.4368, '10': 0.4231, '11': 0.3956, '12': 0.3681, '13': 0.3434, '14': 0.3077, '15': 0.283, '16': 0.261, '17': 0.2418, '18': 0.2253, '19': 0.2115, '20': 0.2005, '21': 0.1951, '22': 0.1813, '23': 0.1731, '24': 0.1621, '25': 0.1566, '26': 0.1538, '27': 0.1538, '28': 0.1511, '29': 0.1538, '30': 0.1511, '31': 0.1374, '32': 0.1264, '33': 0.1236, '34': 0.1099, '35': 0.1099, '36': 0.1099}","{'0': 0.8947, '1': 1, '2': 1, '3': 1, '4': 1, '5': 1, '6': 0.9474, '7': 0.9474, '8': 0.8421, '9': 0.7895, '10': 0.7895, '11': 0.7895, '12': 0.6316, '13': 0.5789, '14': 0.4211, '15': 0.3684, '16': 0.3684, '17': 0.3684, '18': 0.3684, '19': 0.3158, '20': 0.3158, '21': 0.3158, '22': 0.3158, '23': 0.3158, '24': 0.3158, '25': 0.3158, '26': 0.3158, '27': 0.3158, '28': 0.3158, '29': 0.3158, '30': 0.3158, '31': 0.2632, '32': 0.3158, '33': 0.3158, '34': 0.3158, '35': 0.3158, '36': 0.3158}","{'0': 0.9971, '1': 0.9971, '2': 0.9971, '3': 0.9971, '4': 0.8812, '5': 0.7188, '6': 0.6145, '7': 0.5275, '8': 0.4783, '9': 0.4174, '10': 0.4029, '11': 0.3739, '12': 0.3536, '13': 0.3304, '14': 0.3014, '15': 0.2783, '16': 0.2551, '17': 0.2348, '18': 0.2174, '19': 0.2058, '20': 0.1942, '21': 0.1884, '22': 0.1739, '23': 0.1652, '24': 0.1536, '25': 0.1478, '26': 0.1449, '27': 0.1449, '28': 0.142, '29': 0.1449, '30': 0.142, '31': 0.1304, '32': 0.1159, '33': 0.113, '34': 0.0986, '35': 0.0986, '36': 0.0986}",364,335,0,364,38,"{'share': 5, 'like': 35}",30,4,1,0,0,0,35,6,0
124319427612935_2152778298100361,"It’s that  time of year when we search for presents that will express our love and appreciation to the important people in our lives.  And for YOU, we have a special Gift Collection holiday offer: 10% off any single painting, 20% off two pieces, and 30% off when you purchase three or more 3D paintings on glass.  
For the entire Gift Collection catalog, visit: http://bit.ly/GiftCollectionJPW",inactive,added_photos,2018-11-18T12:34:00+0000,,0,{},6,6,0,0,4,4,6,6,0,0,6,6,,0,0,0,0,{},{},{},0,0,0,0,0,{},3,0,0,0,0,0,3,0,0
124319427612935_2158222234222634,"Black Friday is right around the corner! Don't miss out on the sales! Make sure to visit our website on November 23rd for Black Friday offers, surprises, and special treats: http://bit.ly/JeanPierreWeill",inactive,added_photos,2018-11-15T15:30:00+0000,,0,{},6,6,0,0,4,4,6,6,0,0,6,6,,0,0,0,0,{},{},{},0,0,0,0,0,{},5,2,1,0,0,0,8,1,0
124319427612935_2152776504767207,"Wishing you a white holiday and a pleasant shopping experience! 
""Cranes in Winter"" depicts five elegant birds raising their beaks in a joyful celebration. Cranes are a symbol of happiness, good fortune, and eternal youth. We wish you all these and a Happy New Year! For more information about this painting, visit: http://bit.ly/CranesInWinterGC",inactive,added_video,2018-11-13T12:21:00+0000,"[{'name': 'Length', 'text': '00:31'}]",50,"{'video play': 14, 'other clicks': 33, 'link clicks': 3}",1454,1107,0,0,1106,847,1454,1107,204,161,1250,971,4683.0,39,35,0,0,"{'0': 0.9839, '1': 0.9871, '2': 0.9904, '3': 0.9807, '4': 0.8071, '5': 0.6881, '6': 0.5916, '7': 0.492, '8': 0.4341, '9': 0.3794, '10': 0.3569, '11': 0.3344, '12': 0.3183, '13': 0.299, '14': 0.2765, '15': 0.254, '16': 0.2283, '17': 0.2122, '18': 0.1929, '19': 0.1801, '20': 0.1736, '21': 0.1736, '22': 0.1672, '23': 0.1543, '24': 0.1415, '25': 0.1415, '26': 0.1383, '27': 0.1415, '28': 0.1318, '29': 0.1222, '30': 0.1093, '31': 0.1029, '32': 0.0932}","{'0': 0.9286, '1': 0.9286, '2': 0.9286, '3': 0.9286, '4': 0.8571, '5': 0.8571, '6': 0.8571, '7': 0.7143, '8': 0.7857, '9': 0.7857, '10': 0.7857, '11': 0.7143, '12': 0.7143, '13': 0.5714, '14': 0.5714, '15': 0.5714, '16': 0.5714, '17': 0.5714, '18': 0.5714, '19': 0.5, '20': 0.4286, '21': 0.4286, '22': 0.4286, '23': 0.4286, '24': 0.4286, '25': 0.4286, '26': 0.3571, '27': 0.3571, '28': 0.3571, '29': 0.2857, '30': 0.2857, '31': 0.2857, '32': 0.2857}","{'0': 0.9865, '1': 0.9899, '2': 0.9933, '3': 0.9832, '4': 0.8047, '5': 0.6801, '6': 0.5791, '7': 0.4815, '8': 0.4175, '9': 0.3603, '10': 0.3367, '11': 0.3165, '12': 0.2997, '13': 0.2862, '14': 0.2626, '15': 0.2391, '16': 0.2121, '17': 0.1953, '18': 0.1751, '19': 0.165, '20': 0.1616, '21': 0.1616, '22': 0.1549, '23': 0.1414, '24': 0.1279, '25': 0.1279, '26': 0.1279, '27': 0.1313, '28': 0.1212, '29': 0.1145, '30': 0.101, '31': 0.0943, '32': 0.0842}",311,275,0,311,35,"{'share': 3, 'like': 33, 'comment': 6}",29,6,1,0,0,0,36,3,15
124319427612935_2152769901434534,"The holidays are right around the corner. For us, the end of a year is an opportunity get in touch with our heartfelt desires and connect with those we love. If you are looking for a unique gift for friends or family, check out our Gift Collection: http://bit.ly/GiftCollectionJPW",inactive,added_photos,2018-11-08T12:26:28+0000,,0,{},6,6,0,0,4,4,6,6,0,0,6,6,,0,0,0,0,{},{},{},0,0,0,0,0,{},11,2,0,0,0,0,13,1,1
124319427612935_5778075588903929,"Do you love music? Just like the musicians in a jazz band, the layers of our paintings harmonize with each other, interweaving lively colors and figures with musical notes that float around the room. For more information about ""Jazz Ensemble"", click here: http://bit.ly/JazzEnsembleGC",inactive,added_video,2018-11-07T13:50:48+0000,"[{'name': 'Length', 'text': '00:32'}]",20,"{'video play': 12, 'other clicks': 8}",509,411,0,0,425,337,509,411,0,0,509,411,4181.0,13,12,0,0,"{'0': 0.9922, '1': 0.9922, '2': 0.9845, '3': 0.9845, '4': 0.7519, '5': 0.6667, '6': 0.4961, '7': 0.4186, '8': 0.3488, '9': 0.3101, '10': 0.2946, '11': 0.2636, '12': 0.2481, '13': 0.2326, '14': 0.2326, '15': 0.2171, '16': 0.2093, '17': 0.2016, '18': 0.2016, '19': 0.186, '20': 0.186, '21': 0.1783, '22': 0.1705, '23': 0.1473, '24': 0.1395, '25': 0.1395, '26': 0.1395, '27': 0.1318, '28': 0.1318, '29': 0.1085, '30': 0.1008, '31': 0.093, '32': 0.0853}","{'0': 1, '1': 1, '2': 0.8889, '3': 1, '4': 1, '5': 1, '6': 0.6667, '7': 0.6667, '8': 0.6667, '9': 0.5556, '10': 0.5556, '11': 0.5556, '12': 0.5556, '13': 0.5556, '14': 0.5556, '15': 0.4444, '16': 0.3333, '17': 0.3333, '18': 0.3333, '19': 0.3333, '20': 0.3333, '21': 0.3333, '22': 0.3333, '23': 0.2222, '24': 0.2222, '25': 0.2222, '26': 0.2222, '27': 0.2222, '28': 0.2222, '29': 0.2222, '30': 0.2222, '31': 0.2222, '32': 0.2222}","{'0': 0.9917, '1': 0.9917, '2': 0.9917, '3': 0.9833, '4': 0.7333, '5': 0.6417, '6': 0.4833, '7': 0.4, '8': 0.325, '9': 0.2917, '10': 0.275, '11': 0.2417, '12': 0.225, '13': 0.2083, '14': 0.2083, '15': 0.2, '16': 0.2, '17': 0.1917, '18': 0.1917, '19': 0.175, '20': 0.175, '21': 0.1667, '22': 0.1583, '23': 0.1417, '24': 0.1333, '25': 0.1333, '26': 0.1333, '27': 0.125, '28': 0.125, '29': 0.1, '30': 0.0917, '31': 0.0833, '32': 0.075}",129,123,0,129,12,{'like': 12},11,1,0,0,0,0,12,0,0
124319427612935_5778075585570596,"Three-dimensional paintings allow you to enjoy art on an entirely new level. Each time you explore the painting a new detail will reveal itself, bringing a smile to your face and creating an opportunity to delight your loved ones with your recent discovery. Our beautiful ""Tree of Life"" painting is available on our website and we guarantee you will love it! http://bit.ly/TreeOfLifeGC",inactive,added_video,2018-11-07T13:48:01+0000,"[{'name': 'Length', 'text': '00:31'}]",42,"{'video play': 16, 'other clicks': 24, 'link clicks': 2}",908,716,0,0,722,557,908,716,98,72,810,642,4883.0,24,23,0,0,"{'0': 0.9718, '1': 0.9718, '2': 0.9758, '3': 0.9718, '4': 0.8024, '5': 0.6976, '6': 0.629, '7': 0.5685, '8': 0.5, '9': 0.4194, '10': 0.3952, '11': 0.3589, '12': 0.3427, '13': 0.3145, '14': 0.2903, '15': 0.2661, '16': 0.2581, '17': 0.2419, '18': 0.2258, '19': 0.2177, '20': 0.1935, '21': 0.1774, '22': 0.1774, '23': 0.1653, '24': 0.1331, '25': 0.1169, '26': 0.1129, '27': 0.0927, '28': 0.0927, '29': 0.0806, '30': 0.0685, '31': 0.0685, '32': 0.0565}","{'0': 0.9091, '1': 0.9091, '2': 0.9091, '3': 0.8182, '4': 0.9091, '5': 0.9091, '6': 0.8182, '7': 0.7273, '8': 0.7273, '9': 0.5455, '10': 0.4545, '11': 0.4545, '12': 0.4545, '13': 0.4545, '14': 0.5455, '15': 0.5455, '16': 0.5455, '17': 0.5455, '18': 0.4545, '19': 0.3636, '20': 0.3636, '21': 0.3636, '22': 0.3636, '23': 0.1818, '24': 0.1818, '25': 0.1818, '26': 0.1818, '27': 0.1818, '28': 0.1818, '29': 0.0909, '30': 0.0909, '31': 0.0909, '32': 0.0909}","{'0': 0.9747, '1': 0.9747, '2': 0.9789, '3': 0.9789, '4': 0.7975, '5': 0.6878, '6': 0.6203, '7': 0.5612, '8': 0.4895, '9': 0.4135, '10': 0.3924, '11': 0.3544, '12': 0.3376, '13': 0.308, '14': 0.2785, '15': 0.2532, '16': 0.2447, '17': 0.2278, '18': 0.2152, '19': 0.211, '20': 0.1857, '21': 0.1688, '22': 0.1688, '23': 0.1646, '24': 0.1308, '25': 0.1139, '26': 0.1097, '27': 0.0886, '28': 0.0886, '29': 0.0802, '30': 0.0675, '31': 0.0675, '32': 0.0549}",248,226,0,248,25,"{'share': 2, 'like': 25}",21,7,0,0,0,0,27,3,0
